num;utterance;child;age;skipped;reconstructed;bow;gold;prediction;chance;controlledscore
624;"[<__main__.Word instance at 0x110c74fc8>
 <__main__.Word instance at 0x110c74bd8>]";Ethan;1_6;True;NaN;NaN;lioncat;NaN;NaN;NaN
625;[<__main__.Word instance at 0x110c746c8>];Ethan;1_6;False;True;[['meow']];meow;meow;1.0;0.0
626;[<__main__.Word instance at 0x110c771b8>];Ethan;1_6;True;NaN;NaN;dark;NaN;NaN;NaN
627;[<__main__.Word instance at 0x110c77440>];Ethan;1_6;True;NaN;NaN;dark;NaN;NaN;NaN
628;[<__main__.Word instance at 0x110c77518>];Ethan;1_6;True;NaN;NaN;dark;NaN;NaN;NaN
629;[<__main__.Word instance at 0x110c77638>];Ethan;1_6;False;True;[['pig']];pig;pig;1.0;0.0
630;"[<__main__.Word instance at 0x110c77680>
 <__main__.Word instance at 0x110c77950>]";Ethan;1_6;False;True;[['pig'], ['little']];littlepig;littlepig;0.5;0.69314718056
631;"[<__main__.Word instance at 0x110c77bd8>
 <__main__.Word instance at 0x110c77b48>
 <__main__.Word instance at 0x110c77c68>]";Ethan;1_6;False;False;[['come'], ['mom'], ['on']];comeonmom;onmomcome;0.166666666667;-0.182321556794
632;[<__main__.Word instance at 0x110c77e60>];Ethan;1_6;False;True;[['mom']];mom;mom;1.0;0.0
633;[<__main__.Word instance at 0x110c77c20>];Ethan;1_6;False;True;[['ball']];ball;ball;1.0;0.0
634;"[<__main__.Word instance at 0x110c7a050>
 <__main__.Word instance at 0x110c7a0e0>]";Ethan;1_6;True;NaN;NaN;Ethanfishy;NaN;NaN;NaN
635;[<__main__.Word instance at 0x110c7a4d0>];Ethan;1_6;False;True;[['another']];another;another;1.0;0.0
636;[<__main__.Word instance at 0x110c7a290>];Ethan;1_6;True;NaN;NaN;pattycake;NaN;NaN;NaN
637;[<__main__.Word instance at 0x110c7a3b0>];Ethan;1_6;True;NaN;NaN;pattycake;NaN;NaN;NaN
638;"[<__main__.Word instance at 0x110c7a320>
 <__main__.Word instance at 0x110c7a9e0>
 <__main__.Word instance at 0x110c7a8c0>
 <__main__.Word instance at 0x110c7abd8>]";Ethan;1_6;True;NaN;NaN;pattycakepattycakebaker'sman;NaN;NaN;NaN
639;"[<__main__.Word instance at 0x110c7ad40>
 <__main__.Word instance at 0x110c7ac68>
 <__main__.Word instance at 0x110c7af38>
 <__main__.Word instance at 0x110c7ae60>]";Ethan;1_6;True;NaN;NaN;pattycakepattycakebaker'sman;NaN;NaN;NaN
640;"[<__main__.Word instance at 0x110c7acf8>
 <__main__.Word instance at 0x110c7add0>]";Ethan;1_6;False;False;[['roll'], ['it']];rollit;itroll;0.5;-0.69314718056
641;"[<__main__.Word instance at 0x110c7d290>
 <__main__.Word instance at 0x110c7d1b8>
 <__main__.Word instance at 0x110c7d440>
 <__main__.Word instance at 0x110c7d368>
 <__main__.Word instance at 0x110c7d4d0>
 <__main__.Word instance at 0x110c7d248>]";Ethan;1_6;False;False;[['Ethan'], ['the', 'oven'], ['in'], ['and'], ['put']];putintheovenEthanand;Ethanintheovenandput;0.00833333333333;-0.00836824967052
642;[<__main__.Word instance at 0x110c7d488>];Ethan;1_6;True;NaN;NaN;pattycake;NaN;NaN;NaN
643;[<__main__.Word instance at 0x110c7d638>];Ethan;1_6;False;True;[['pizza']];pizza;pizza;1.0;0.0
644;[<__main__.Word instance at 0x110c7d950>];Ethan;1_6;False;True;[['pizza']];pizza;pizza;1.0;0.0
645;[<__main__.Word instance at 0x110c7db48>];Ethan;1_6;True;NaN;NaN;mama;NaN;NaN;NaN
646;"[<__main__.Word instance at 0x110c7dcb0>
 <__main__.Word instance at 0x110c7dfc8>
 <__main__.Word instance at 0x110c7df80>
 <__main__.Word instance at 0x110c80128>
 <__main__.Word instance at 0x110c80050>
 <__main__.Word instance at 0x110c80440>]";Ethan;1_6;False;True;[['where'], ['is', 'Thumbkin'], ['is', 'Thumbkin'], ['where']];whereisThumbkinwhereisThumbkin;whereisThumbkinwhereisThumbkin;0.0416666666667;3.17805383035
647;[<__main__.Word instance at 0x110c805f0>];Ethan;1_6;True;NaN;NaN;pointer;NaN;NaN;NaN
648;"[<__main__.Word instance at 0x110c80878>
 <__main__.Word instance at 0x110c807e8>]";Ethan;1_6;True;NaN;NaN;pointeris;NaN;NaN;NaN
649;[<__main__.Word instance at 0x110c80680>];Ethan;1_6;True;NaN;NaN;finger;NaN;NaN;NaN
650;"[<__main__.Word instance at 0x110c80bd8>
 <__main__.Word instance at 0x110c80cf8>]";Ethan;1_6;True;NaN;NaN;pointerfinger;NaN;NaN;NaN
651;"[<__main__.Word instance at 0x110c80dd0>
 <__main__.Word instance at 0x110c80cb0>]";Ethan;1_6;False;True;[['baby', 'finger']];babyfinger;babyfinger;1.0;0.0
652;"[<__main__.Word instance at 0x110c80e60>
 <__main__.Word instance at 0x110c808c0>]";Ethan;1_6;True;NaN;NaN;pointerfinger;NaN;NaN;NaN
653;[<__main__.Word instance at 0x110c834d0>];Ethan;1_6;True;NaN;NaN;mirror;NaN;NaN;NaN
654;[<__main__.Word instance at 0x110c83a70>];Ethan;1_6;False;True;[['blue']];blue;blue;1.0;0.0
655;[<__main__.Word instance at 0x110c83ab8>];Ethan;1_6;False;True;[['hi']];hi;hi;1.0;0.0
656;[<__main__.Word instance at 0x110c83cf8>];Ethan;1_6;True;NaN;NaN;fire;NaN;NaN;NaN
657;"[<__main__.Word instance at 0x110c83cb0>
 <__main__.Word instance at 0x110c83c20>
 <__main__.Word instance at 0x110c83e18>]";Ethan;1_6;False;True;[['all'], ['mommy'], ['calling']];callingallmommy;callingallmommy;0.166666666667;1.79175946923
658;[<__main__.Word instance at 0x110c83ea8>];Ethan;1_6;False;True;[['food']];food;food;1.0;0.0
659;"[<__main__.Word instance at 0x110c83fc8>
 <__main__.Word instance at 0x110c83bd8>
 <__main__.Word instance at 0x110c83908>]";Ethan;1_6;True;NaN;NaN;callingallmommies;NaN;NaN;NaN
660;[<__main__.Word instance at 0x110c86290>];Ethan;1_6;False;True;[['calling']];calling;calling;1.0;0.0
661;[<__main__.Word instance at 0x110c865a8>];Ethan;1_6;True;NaN;NaN;fire;NaN;NaN;NaN
662;"[<__main__.Word instance at 0x110c86638>
 <__main__.Word instance at 0x110c86560>
 <__main__.Word instance at 0x110c86830>
 <__main__.Word instance at 0x110c866c8>]";Ethan;1_6;True;NaN;NaN;callingallmommiessorry;NaN;NaN;NaN
663;[<__main__.Word instance at 0x110c86908>];Ethan;1_6;True;NaN;NaN;tractors;NaN;NaN;NaN
664;"[<__main__.Word instance at 0x110c86878>
 <__main__.Word instance at 0x110c86e18>
 <__main__.Word instance at 0x110c86cf8>]";Ethan;1_6;True;NaN;NaN;andatractor;NaN;NaN;NaN
665;"[<__main__.Word instance at 0x110c867e8>
 <__main__.Word instance at 0x110c86f38>]";Ethan;1_6;True;NaN;NaN;cometire;NaN;NaN;NaN
666;"[<__main__.Word instance at 0x110c890e0>
 <__main__.Word instance at 0x110c89248>]";Ethan;1_6;True;NaN;NaN;tractortrailer;NaN;NaN;NaN
667;"[<__main__.Word instance at 0x110c89368>
 <__main__.Word instance at 0x110c89290>]";Ethan;1_6;True;NaN;NaN;tractortrailer;NaN;NaN;NaN
668;"[<__main__.Word instance at 0x110c894d0>
 <__main__.Word instance at 0x110c89200>]";Ethan;1_6;True;NaN;NaN;firetruck;NaN;NaN;NaN
669;[<__main__.Word instance at 0x110c89710>];Ethan;1_6;False;True;[['yes']];yes;yes;1.0;0.0
670;"[<__main__.Word instance at 0x110c89c20>
 <__main__.Word instance at 0x110c89d40>
 <__main__.Word instance at 0x110c89b48>]";Ethan;1_6;False;False;[['you'], ['Play_Doh'], ['do']];Play_Dohdoyou;youdoPlay_Doh;0.166666666667;-0.182321556794
671;[<__main__.Word instance at 0x110c895a8>];Ethan;1_6;True;NaN;NaN;pancake;NaN;NaN;NaN
672;"[<__main__.Word instance at 0x110c89638>
 <__main__.Word instance at 0x110c89b90>]";Ethan;1_6;False;True;[['mommy'], ['chair']];mommychair;mommychair;0.5;0.69314718056
673;"[<__main__.Word instance at 0x110c89a70>
 <__main__.Word instance at 0x110c8c050>]";Ethan;1_6;True;NaN;NaN;twochairs;NaN;NaN;NaN
674;[<__main__.Word instance at 0x110c8c290>];Ethan;1_6;False;True;[['Ethan']];Ethan;Ethan;1.0;0.0
675;"[<__main__.Word instance at 0x110c8c5a8>
 <__main__.Word instance at 0x110c8c488>
 <__main__.Word instance at 0x110c8c638>]";Ethan;1_6;False;True;"[[""mommy's""], ['Ethan'], ['and']]";Ethanandmommy's;Ethanandmommy's;0.166666666667;1.79175946923
676;[<__main__.Word instance at 0x110c8ca70>];Ethan;1_6;True;NaN;NaN;pancakes;NaN;NaN;NaN
677;[<__main__.Word instance at 0x110c8ca28>];Ethan;1_6;True;NaN;NaN;pancakes;NaN;NaN;NaN
678;[<__main__.Word instance at 0x110c8c7a0>];Ethan;1_6;True;NaN;NaN;pancakes;NaN;NaN;NaN
679;"[<__main__.Word instance at 0x110c8cc20>
 <__main__.Word instance at 0x110c8ce18>]";Ethan;1_6;True;NaN;NaN;littlepancakes;NaN;NaN;NaN
680;"[<__main__.Word instance at 0x110c8cf80>
 <__main__.Word instance at 0x110c8c950>]";Ethan;1_6;True;NaN;NaN;littlepancake;NaN;NaN;NaN
681;"[<__main__.Word instance at 0x110c8f098>
 <__main__.Word instance at 0x110c8f248>]";Ethan;1_6;True;NaN;NaN;littlepancake;NaN;NaN;NaN
682;"[<__main__.Word instance at 0x110c8f488>
 <__main__.Word instance at 0x110c8f638>]";Ethan;1_6;True;NaN;NaN;morningdad;NaN;NaN;NaN
683;[<__main__.Word instance at 0x110c8f6c8>];Ethan;1_6;True;NaN;NaN;zucchini;NaN;NaN;NaN
684;[<__main__.Word instance at 0x110c8f2d8>];Ethan;1_6;True;NaN;NaN;zucchini;NaN;NaN;NaN
685;"[<__main__.Word instance at 0x110c8f998>
 <__main__.Word instance at 0x110c8fcb0>]";Ethan;1_6;False;True;[['go'], ['here']];gohere;gohere;0.5;0.69314718056
686;"[<__main__.Word instance at 0x110c8fe60>
 <__main__.Word instance at 0x110c8fd40>]";Ethan;1_6;True;NaN;NaN;bluepancake;NaN;NaN;NaN
687;[<__main__.Word instance at 0x110c921b8>];Ethan;1_6;True;NaN;NaN;pancake;NaN;NaN;NaN
688;"[<__main__.Word instance at 0x110c92200>
 <__main__.Word instance at 0x110c924d0>
 <__main__.Word instance at 0x110c923b0>]";Ethan;1_6;True;NaN;NaN;pancakerollit;NaN;NaN;NaN
689;[<__main__.Word instance at 0x110c92cb0>];Ethan;1_6;True;NaN;NaN;pancake;NaN;NaN;NaN
690;"[<__main__.Word instance at 0x110c92c68>
 <__main__.Word instance at 0x110c953b0>]";Ethan;1_6;True;NaN;NaN;poundingit;NaN;NaN;NaN
691;[<__main__.Word instance at 0x110c95560>];Ethan;1_6;True;NaN;NaN;circle;NaN;NaN;NaN
692;[<__main__.Word instance at 0x110c95680>];Ethan;1_6;True;NaN;NaN;circle;NaN;NaN;NaN
693;"[<__main__.Word instance at 0x110c957e8>
 <__main__.Word instance at 0x110c953f8>]";Ethan;1_6;False;True;[['a', 'rectangle']];arectangle;arectangle;1.0;0.0
694;"[<__main__.Word instance at 0x110c95908>
 <__main__.Word instance at 0x110c95ab8>
 <__main__.Word instance at 0x110c95200>
 <__main__.Word instance at 0x110c95cf8>]";Ethan;1_6;True;NaN;NaN;cutitandpancakes;NaN;NaN;NaN
695;[<__main__.Word instance at 0x110c950e0>];Ethan;1_6;False;True;[['mush']];mush;mush;1.0;0.0
696;"[<__main__.Word instance at 0x110c95b48>
 <__main__.Word instance at 0x110c98050>
 <__main__.Word instance at 0x110c980e0>]";Ethan;1_6;True;NaN;NaN;crackerandjuice;NaN;NaN;NaN
697;"[<__main__.Word instance at 0x110c98248>
 <__main__.Word instance at 0x110c98128>
 <__main__.Word instance at 0x110c98320>]";Ethan;1_6;True;NaN;NaN;crackerandjuice;NaN;NaN;NaN
698;"[<__main__.Word instance at 0x110c98518>
 <__main__.Word instance at 0x110c987e8>
 <__main__.Word instance at 0x110c98638>]";Ethan;1_6;False;True;[['doo', 'doo', 'doo']];doodoodoo;doodoodoo;1.0;0.0
699;"[<__main__.Word instance at 0x110c989e0>
 <__main__.Word instance at 0x110c98d40>]";Ethan;1_6;False;False;[['a'], ['cock']];cocka;acock;0.5;-0.69314718056
700;"[<__main__.Word instance at 0x110c98e18>
 <__main__.Word instance at 0x110c98d88>]";Ethan;1_6;False;True;[['pizza'], ['pizza']];pizzapizza;pizzapizza;0.5;0.69314718056
701;"[<__main__.Word instance at 0x110c98ea8>
 <__main__.Word instance at 0x110c98e60>
 <__main__.Word instance at 0x110c9b2d8>]";Ethan;1_6;False;False;[['pizza'], ['pizza'], ['not']];pizzanotpizza;notpizzapizza;0.166666666667;-0.182321556794
702;"[<__main__.Word instance at 0x110c9b3b0>
 <__main__.Word instance at 0x110c9b488>
 <__main__.Word instance at 0x110c9b7a0>]";Ethan;1_6;True;NaN;NaN;pizzanotapples;NaN;NaN;NaN
703;"[<__main__.Word instance at 0x110c9ba70>
 <__main__.Word instance at 0x110c9b998>]";Ethan;1_6;True;NaN;NaN;firetruck;NaN;NaN;NaN
704;"[<__main__.Word instance at 0x110c9bcb0>
 <__main__.Word instance at 0x110c9bfc8>]";Ethan;1_6;True;NaN;NaN;firetruck;NaN;NaN;NaN
705;[<__main__.Word instance at 0x110c9b710>];Ethan;1_6;True;NaN;NaN;snake;NaN;NaN;NaN
706;[<__main__.Word instance at 0x110c9e200>];Ethan;1_6;False;True;[['bat']];bat;bat;1.0;0.0
707;[<__main__.Word instance at 0x110c9e3f8>];Ethan;1_6;False;True;[['ball']];ball;ball;1.0;0.0
708;[<__main__.Word instance at 0x110c9e7a0>];Ethan;1_6;False;True;[['ball']];ball;ball;1.0;0.0
709;[<__main__.Word instance at 0x110c9eab8>];Ethan;1_6;False;True;[['ball']];ball;ball;1.0;0.0
710;"[<__main__.Word instance at 0x110c9ee60>
 <__main__.Word instance at 0x110c9edd0>]";Ethan;1_6;False;True;[['a', 'bat']];abat;abat;1.0;0.0
711;"[<__main__.Word instance at 0x110ca15a8>
 <__main__.Word instance at 0x110ca1ab8>]";Ethan;1_6;False;False;[['ball'], ['bat']];ballbat;batball;0.5;-0.69314718056
712;"[<__main__.Word instance at 0x110ca1b00>
 <__main__.Word instance at 0x110ca1488>]";Ethan;1_6;True;NaN;NaN;nobaseball;NaN;NaN;NaN
713;[<__main__.Word instance at 0x110ca1710>];Ethan;1_6;False;True;[['hi']];hi;hi;1.0;0.0
714;[<__main__.Word instance at 0x110ca4098>];Ethan;1_6;False;True;[['pitch']];pitch;pitch;1.0;0.0
715;[<__main__.Word instance at 0x110ca4248>];Ethan;1_6;False;True;[['woo']];woo;woo;1.0;0.0
716;"[<__main__.Word instance at 0x110ca40e0>
 <__main__.Word instance at 0x110ca4a70>
 <__main__.Word instance at 0x110ca4998>]";Ethan;1_6;False;True;[['mommy'], ['coming'], ['back']];mommycomingback;mommycomingback;0.166666666667;1.79175946923
717;[<__main__.Word instance at 0x110ca43f8>];Ethan;1_6;False;True;[['mommy']];mommy;mommy;1.0;0.0
718;"[<__main__.Word instance at 0x110ca4830>
 <__main__.Word instance at 0x110ca4ea8>
 <__main__.Word instance at 0x110ca4908>]";Ethan;1_6;False;True;[['back'], ['mommy'], ['coming']];mommycomingback;mommycomingback;0.166666666667;1.79175946923
719;[<__main__.Word instance at 0x110ca7050>];Ethan;1_6;False;True;[['it']];it;it;1.0;0.0
720;[<__main__.Word instance at 0x110ca7200>];Ethan;1_6;False;True;[['mom']];mom;mom;1.0;0.0
721;[<__main__.Word instance at 0x110ca7440>];Ethan;1_6;False;True;[['mom']];mom;mom;1.0;0.0
722;[<__main__.Word instance at 0x110ca7830>];Ethan;1_6;True;NaN;NaN;cracker;NaN;NaN;NaN
723;"[<__main__.Word instance at 0x110ca78c0>
 <__main__.Word instance at 0x110ca7128>
 <__main__.Word instance at 0x110ca7998>]";Ethan;1_6;True;NaN;NaN;crackerandjuice;NaN;NaN;NaN
724;[<__main__.Word instance at 0x110ca7a70>];Ethan;1_6;True;NaN;NaN;cracker;NaN;NaN;NaN
725;[<__main__.Word instance at 0x110ca7c20>];Ethan;1_6;False;True;[['go']];go;go;1.0;0.0
726;[<__main__.Word instance at 0x110ca7dd0>];Ethan;1_6;True;NaN;NaN;cracker;NaN;NaN;NaN
727;[<__main__.Word instance at 0x110caa0e0>];Ethan;1_6;True;NaN;NaN;crack_a_doo;NaN;NaN;NaN
728;"[<__main__.Word instance at 0x110caa248>
 <__main__.Word instance at 0x110caa440>
 <__main__.Word instance at 0x110caa200>]";Ethan;1_6;False;False;[['bottle'], ['crack'], ['a']];crackabottle;acrackbottle;0.166666666667;-0.182321556794
729;"[<__main__.Word instance at 0x110caa1b8>
 <__main__.Word instance at 0x110caa560>
 <__main__.Word instance at 0x110caa3b0>]";Ethan;1_6;False;False;[['a'], ['crack'], ['mommy']];crackamommy;mommycracka;0.166666666667;-0.182321556794
730;[<__main__.Word instance at 0x110caa878>];Ethan;1_6;False;True;[['camera']];camera;camera;1.0;0.0
731;[<__main__.Word instance at 0x110caab90>];Ethan;1_6;False;True;[['camera']];camera;camera;1.0;0.0
732;"[<__main__.Word instance at 0x110caa8c0>
 <__main__.Word instance at 0x110caaf80>]";Ethan;1_6;True;NaN;NaN;hitshave;NaN;NaN;NaN
733;[<__main__.Word instance at 0x110caad40>];Ethan;1_6;False;True;[['hit']];hit;hit;1.0;0.0
734;[<__main__.Word instance at 0x110cad170>];Ethan;1_6;True;NaN;NaN;homerun;NaN;NaN;NaN
735;"[<__main__.Word instance at 0x110cad248>
 <__main__.Word instance at 0x110cad488>
 <__main__.Word instance at 0x110cad368>]";Ethan;1_6;False;True;[['the', 'bases'], ['run']];runthebases;runthebases;0.5;0.69314718056
736;[<__main__.Word instance at 0x110cad4d0>];Ethan;1_6;False;True;[['mommy']];mommy;mommy;1.0;0.0
737;[<__main__.Word instance at 0x110cad3b0>];Ethan;1_6;True;NaN;NaN;score;NaN;NaN;NaN
738;"[<__main__.Word instance at 0x110cad8c0>
 <__main__.Word instance at 0x110cad7a0>]";Ethan;1_6;False;True;[['go'], ['bat']];gobat;gobat;0.5;0.69314718056
739;"[<__main__.Word instance at 0x110cad998>
 <__main__.Word instance at 0x110caddd0>]";Ethan;1_6;False;True;[['go'], ['bat']];gobat;gobat;0.5;0.69314718056
740;[<__main__.Word instance at 0x110cade18>];Ethan;1_6;False;True;[['pitch']];pitch;pitch;1.0;0.0
741;"[<__main__.Word instance at 0x110cadfc8>
 <__main__.Word instance at 0x110cadb48>]";Ethan;1_6;False;True;[['low'], ['ball']];lowball;lowball;0.5;0.69314718056
742;[<__main__.Word instance at 0x110cadf38>];Ethan;1_6;True;NaN;NaN;catch;NaN;NaN;NaN
743;"[<__main__.Word instance at 0x110cb00e0>
 <__main__.Word instance at 0x110cb0290>]";Ethan;1_6;False;True;[['ball'], ['low']];lowball;lowball;0.5;0.69314718056
744;"[<__main__.Word instance at 0x110cb03b0>
 <__main__.Word instance at 0x110cb02d8>]";Ethan;1_6;False;True;[['low'], ['ball']];lowball;lowball;0.5;0.69314718056
745;[<__main__.Word instance at 0x110cb03f8>];Ethan;1_6;False;True;[['backpack']];backpack;backpack;1.0;0.0
746;[<__main__.Word instance at 0x110cb0680>];Ethan;1_6;True;NaN;NaN;zucchini;NaN;NaN;NaN
747;[<__main__.Word instance at 0x110cb0488>];Ethan;1_6;True;NaN;NaN;zucchini;NaN;NaN;NaN
748;[<__main__.Word instance at 0x110cb0908>];Ethan;1_6;False;True;[['pitch']];pitch;pitch;1.0;0.0
749;[<__main__.Word instance at 0x110cb0b00>];Ethan;1_6;True;NaN;NaN;misses;NaN;NaN;NaN
750;"[<__main__.Word instance at 0x110cb0cb0>
 <__main__.Word instance at 0x110cb0ea8>
 <__main__.Word instance at 0x110cb0bd8>
 <__main__.Word instance at 0x110cb0f38>]";Ethan;1_6;True;NaN;NaN;missballwithbat;NaN;NaN;NaN
751;[<__main__.Word instance at 0x110cb3098>];Ethan;1_6;False;True;[['bat']];bat;bat;1.0;0.0
752;[<__main__.Word instance at 0x110cb3170>];Ethan;1_6;False;True;[['bat']];bat;bat;1.0;0.0
753;"[<__main__.Word instance at 0x110cb3320>
 <__main__.Word instance at 0x110cb3518>
 <__main__.Word instance at 0x110cb32d8>]";Ethan;1_6;False;False;[['bat'], ['real'], ['real']];realrealbat;realbatreal;0.166666666667;-0.182321556794
754;"[<__main__.Word instance at 0x110cb3908>
 <__main__.Word instance at 0x110cb37a0>]";Ethan;1_6;False;True;[['Play_Doh'], ['bat']];Play_Dohbat;Play_Dohbat;0.5;0.69314718056
755;[<__main__.Word instance at 0x110cb3878>];Ethan;1_6;False;True;[['play']];play;play;1.0;0.0
756;"[<__main__.Word instance at 0x110cb3950>
 <__main__.Word instance at 0x110cb3b00>]";Ethan;1_6;False;True;[['Play_Doh'], ['bat']];Play_Dohbat;Play_Dohbat;0.5;0.69314718056
757;"[<__main__.Word instance at 0x110cb3b90>
 <__main__.Word instance at 0x110cb33b0>]";Ethan;1_6;True;NaN;NaN;fallout;NaN;NaN;NaN
758;[<__main__.Word instance at 0x110cb3cf8>];Ethan;1_6;False;True;[['together']];together;together;1.0;0.0
759;[<__main__.Word instance at 0x110cb3050>];Ethan;1_6;False;True;[['please']];please;please;1.0;0.0
760;[<__main__.Word instance at 0x110cb3fc8>];Ethan;1_6;True;NaN;NaN;butterfly;NaN;NaN;NaN
761;[<__main__.Word instance at 0x110cb64d0>];Ethan;1_6;True;NaN;NaN;butterfly;NaN;NaN;NaN
762;[<__main__.Word instance at 0x110cb65a8>];Ethan;1_6;True;NaN;NaN;birdie;NaN;NaN;NaN
763;"[<__main__.Word instance at 0x110cb6b00>
 <__main__.Word instance at 0x110cb6ef0>]";Ethan;1_6;False;False;[['Play_Doh'], ['blue']];bluePlay_Doh;Play_Dohblue;0.5;-0.69314718056
764;[<__main__.Word instance at 0x110cb6f80>];Ethan;1_6;False;True;[['open']];open;open;1.0;0.0
765;[<__main__.Word instance at 0x110cb6c68>];Ethan;1_6;False;True;[['open']];open;open;1.0;0.0
766;[<__main__.Word instance at 0x110cb9368>];Ethan;1_6;False;True;[['open']];open;open;1.0;0.0
767;"[<__main__.Word instance at 0x110cb9440>
 <__main__.Word instance at 0x110cb9050>]";Ethan;1_6;False;False;[['it'], ['open']];openit;itopen;0.5;-0.69314718056
768;[<__main__.Word instance at 0x110cb9560>];Ethan;1_6;False;True;[['open']];open;open;1.0;0.0
769;[<__main__.Word instance at 0x110cb9488>];Ethan;1_6;False;True;[['little']];little;little;1.0;0.0
770;[<__main__.Word instance at 0x110cb9710>];Ethan;1_6;False;True;[['pumpkin']];pumpkin;pumpkin;1.0;0.0
771;[<__main__.Word instance at 0x110cb9878>];Ethan;1_6;False;True;[['pumpkin']];pumpkin;pumpkin;1.0;0.0
772;"[<__main__.Word instance at 0x110cb9b48>
 <__main__.Word instance at 0x110cb9ea8>]";Ethan;1_6;True;NaN;NaN;pumpkinpie;NaN;NaN;NaN
773;"[<__main__.Word instance at 0x110cb9f80>
 <__main__.Word instance at 0x110cb9cf8>]";Ethan;1_6;True;NaN;NaN;muffinman;NaN;NaN;NaN
774;"[<__main__.Word instance at 0x110cb9e18>
 <__main__.Word instance at 0x110cb9ef0>]";Ethan;1_6;False;True;[['blue'], ['muffin']];bluemuffin;bluemuffin;0.5;0.69314718056
775;"[<__main__.Word instance at 0x110cbc1b8>
 <__main__.Word instance at 0x110cbc290>]";Ethan;1_6;False;False;[['blue'], ['muffin']];bluemuffin;muffinblue;0.5;-0.69314718056
776;[<__main__.Word instance at 0x110cbc5f0>];Ethan;1_6;True;NaN;NaN;mushroom;NaN;NaN;NaN
777;[<__main__.Word instance at 0x110cbc6c8>];Ethan;1_6;True;NaN;NaN;mushroom;NaN;NaN;NaN
778;[<__main__.Word instance at 0x110cbc758>];Ethan;1_6;False;True;[['snowman']];snowman;snowman;1.0;0.0
779;[<__main__.Word instance at 0x110cbc638>];Ethan;1_6;False;True;[['snowman']];snowman;snowman;1.0;0.0
780;[<__main__.Word instance at 0x110cbca70>];Ethan;1_6;True;NaN;NaN;mama;NaN;NaN;NaN
781;[<__main__.Word instance at 0x110cbc9e0>];Ethan;1_6;False;True;[['ball']];ball;ball;1.0;0.0
782;[<__main__.Word instance at 0x110cbcef0>];Ethan;1_6;False;True;[['ball']];ball;ball;1.0;0.0
783;[<__main__.Word instance at 0x110cbccb0>];Ethan;1_6;True;NaN;NaN;squishy;NaN;NaN;NaN
784;[<__main__.Word instance at 0x110cbc050>];Ethan;1_6;False;True;[['bat']];bat;bat;1.0;0.0
785;"[<__main__.Word instance at 0x110cbf050>
 <__main__.Word instance at 0x110cbf248>
 <__main__.Word instance at 0x110cbf488>]";Ethan;1_6;True;NaN;NaN;squishymebat;NaN;NaN;NaN
786;"[<__main__.Word instance at 0x110cbf758>
 <__main__.Word instance at 0x110cbf680>
 <__main__.Word instance at 0x110cbf908>]";Ethan;1_6;True;NaN;NaN;squishymebat;NaN;NaN;NaN
787;"[<__main__.Word instance at 0x110cbfab8>
 <__main__.Word instance at 0x110cbf998>
 <__main__.Word instance at 0x110cbfc20>]";Ethan;1_6;True;NaN;NaN;squishymebat;NaN;NaN;NaN
788;"[<__main__.Word instance at 0x110cbfd40>
 <__main__.Word instance at 0x110cbfb00>
 <__main__.Word instance at 0x110cbfdd0>]";Ethan;1_6;True;NaN;NaN;squishymebat;NaN;NaN;NaN
789;[<__main__.Word instance at 0x110cc3200>];Ethan;1_6;False;True;[['pumpkin']];pumpkin;pumpkin;1.0;0.0
790;"[<__main__.Word instance at 0x110cc3290>
 <__main__.Word instance at 0x110cc3248>
 <__main__.Word instance at 0x110cc3440>]";Ethan;1_6;True;NaN;NaN;ballsontop;NaN;NaN;NaN
791;"[<__main__.Word instance at 0x110cc3518>
 <__main__.Word instance at 0x110cc37a0>
 <__main__.Word instance at 0x110cc3710>]";Ethan;1_6;False;False;[['ball'], ['on'], ['top']];ballontop;ontopball;0.166666666667;-0.182321556794
792;[<__main__.Word instance at 0x110cc36c8>];Ethan;1_6;False;True;[['no']];no;no;1.0;0.0
793;"[<__main__.Word instance at 0x110cc37e8>
 <__main__.Word instance at 0x110cc3ab8>]";Ethan;1_6;False;False;[['ball'], ['off']];balloff;offball;0.5;-0.69314718056
794;[<__main__.Word instance at 0x110cc3c68>];Ethan;1_6;False;True;[['pumpkin']];pumpkin;pumpkin;1.0;0.0
795;"[<__main__.Word instance at 0x110cc3e60>
 <__main__.Word instance at 0x110cc3cf8>]";Ethan;1_6;False;False;[['ball'], ['off']];balloff;offball;0.5;-0.69314718056
796;[<__main__.Word instance at 0x110cc3c20>];Ethan;1_6;False;True;[['ball']];ball;ball;1.0;0.0
797;"[<__main__.Word instance at 0x110cc6200>
 <__main__.Word instance at 0x110cc6170>]";Ethan;1_6;True;NaN;NaN;ballsquish;NaN;NaN;NaN
798;"[<__main__.Word instance at 0x110cc6320>
 <__main__.Word instance at 0x110cc65f0>]";Ethan;1_6;True;NaN;NaN;asquish;NaN;NaN;NaN
799;[<__main__.Word instance at 0x110cc6680>];Ethan;1_6;False;True;[['snowman']];snowman;snowman;1.0;0.0
800;[<__main__.Word instance at 0x110cc67a0>];Ethan;1_6;False;True;[['snowman']];snowman;snowman;1.0;0.0
801;[<__main__.Word instance at 0x110cc67e8>];Ethan;1_6;False;True;[['ball']];ball;ball;1.0;0.0
